consumer,resource,res.order,res.family,res.genus,con.order,con.family,con.genus,linkevidence,source.id
Hydropsyche colonica,Chironomidae,Diptera,Chironomidae,,Trichoptera,Hydropsychidae,Hydropsyche,,"Crosby T.K. (1975) Food of the New Zealand trichopterans Hydrobiosis parumbripennis McFarlane and Hydropsyche colonica McLachlan. Freshwater Biology 5, 105–114."
Hydrobiosis parumbripennis,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Trichoptera,Hydrobiosidae,Hydrobiosis,,"Crosby T.K. (1975) Food of the New Zealand trichopterans Hydrobiosis parumbripennis McFarlane and Hydropsyche colonica McLachlan. Freshwater Biology 5, 105–114."
Hydrobiosis parumbripennis,Detritus,Detritus,,,Trichoptera,Hydrobiosidae,Hydrobiosis,,"Crosby T.K. (1975) Food of the New Zealand trichopterans Hydrobiosis parumbripennis McFarlane and Hydropsyche colonica McLachlan. Freshwater Biology 5, 105–114."
Hydropsyche colonica,Detritus,Detritus,,,Trichoptera,Hydropsychidae,Hydropsyche,,"Crosby T.K. (1975) Food of the New Zealand trichopterans Hydrobiosis parumbripennis McFarlane and Hydropsyche colonica McLachlan. Freshwater Biology 5, 105–114."
Hydrobiosis parumbripennis,Plant.material,Plant.material,,,Trichoptera,Hydrobiosidae,Hydrobiosis,,"Crosby T.K. (1975) Food of the New Zealand trichopterans Hydrobiosis parumbripennis McFarlane and Hydropsyche colonica McLachlan. Freshwater Biology 5, 105–114."
Hydropsyche colonica,Plant.material,Plant.material,,,Trichoptera,Hydropsychidae,Hydropsyche,,"Crosby T.K. (1975) Food of the New Zealand trichopterans Hydrobiosis parumbripennis McFarlane and Hydropsyche colonica McLachlan. Freshwater Biology 5, 105–114."
Archichauliodes diversus,Acari,Acari,,,Megaloptera,Corydalidae,Archichauliodes,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Archichauliodes diversus,Acroperla trivacuatus,Plecoptera,Gripopterygidae,Acroperla,Megaloptera,Corydalidae,Archichauliodes,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Stenoperla prasina,Acroperla trivacuatus,Plecoptera,Gripopterygidae,Acroperla,Plecoptera,Eustheniidae,Stenoperla,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Archichauliodes diversus,Archichauliodes diversus,Megaloptera,Corydalidae,Archichauliodes,Megaloptera,Corydalidae,Archichauliodes,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Archichauliodes diversus,Chironomidae,Diptera,Chironomidae,,Megaloptera,Corydalidae,Archichauliodes,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Stenoperla prasina,Chironomidae,Diptera,Chironomidae,,Plecoptera,Eustheniidae,Stenoperla,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Archichauliodes diversus,Coloburiscus humeralis,Ephemeroptera,Coloburiscidae,Coloburiscus,Megaloptera,Corydalidae,Archichauliodes,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Stenoperla prasina,Coloburiscus humeralis,Ephemeroptera,Coloburiscidae,Coloburiscus,Plecoptera,Eustheniidae,Stenoperla,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Archichauliodes diversus,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Megaloptera,Corydalidae,Archichauliodes,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Stenoperla prasina,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Plecoptera,Eustheniidae,Stenoperla,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Archichauliodes diversus,Detritus,Detritus,,,Megaloptera,Corydalidae,Archichauliodes,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Stenoperla prasina,Detritus,Detritus,,,Plecoptera,Eustheniidae,Stenoperla,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Archichauliodes diversus,Elmidae,Coleoptera,Elmidae,,Megaloptera,Corydalidae,Archichauliodes,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Stenoperla prasina,Elmidae,Coleoptera,Elmidae,,Plecoptera,Eustheniidae,Stenoperla,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Stenoperla prasina,Hudsonema amabilis,Trichoptera,Leptoceridae,Hudsonema,Plecoptera,Eustheniidae,Stenoperla,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Archichauliodes diversus,Hydrobiosidae,Trichoptera,Hydrobiosidae,,Megaloptera,Corydalidae,Archichauliodes,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Stenoperla prasina,Hydrobiosidae,Trichoptera,Hydrobiosidae,,Plecoptera,Eustheniidae,Stenoperla,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Archichauliodes diversus,Hydrobiosis clavigera,Trichoptera,Hydrobiosidae,Hydrobiosis,Megaloptera,Corydalidae,Archichauliodes,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Stenoperla prasina,Hydrobiosis clavigera,Trichoptera,Hydrobiosidae,Hydrobiosis,Plecoptera,Eustheniidae,Stenoperla,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Archichauliodes diversus,Hydropsyche colonica,Trichoptera,Hydropsychidae,Hydropsyche,Megaloptera,Corydalidae,Archichauliodes,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Stenoperla prasina,Hydropsyche colonica,Trichoptera,Hydropsychidae,Hydropsyche,Plecoptera,Eustheniidae,Stenoperla,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Stenoperla prasina,Nesameletus ornatus,Ephemeroptera,Nesameletidae,Nesameletus,Plecoptera,Eustheniidae,Stenoperla,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Archichauliodes diversus,Olinga feredayi,Trichoptera,Conoesucidae,Olinga,Megaloptera,Corydalidae,Archichauliodes,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Archichauliodes diversus,Psilochorema,Trichoptera,Hydrobiosidae,Psilochorema,Megaloptera,Corydalidae,Archichauliodes,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Archichauliodes diversus,Pycnocentrodes aureola,Trichoptera,Conoesucidae,Pycnocentrodes,Megaloptera,Corydalidae,Archichauliodes,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Stenoperla prasina,Pycnocentrodes aureola,Trichoptera,Conoesucidae,Pycnocentrodes,Plecoptera,Eustheniidae,Stenoperla,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Stenoperla prasina,Stenoperla prasina,Plecoptera,Eustheniidae,Stenoperla,Plecoptera,Eustheniidae,Stenoperla,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Stenoperla prasina,Zelandoperla maculata,Plecoptera,Gripopterygidae,Zelandoperla,Plecoptera,Eustheniidae,Stenoperla,,"Devonport B.F. & Winterbourn M.J. (1976) The feeding relationships of two invertebrate predators in a New Zealand river. Freshwater Biology 6, 167–176."
Anguilla,Acari,Acari,,,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Ameletopsis,Ephemeroptera,Ameletopsidae,Ameletopsis,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Ameletopsis,Ephemeroptera,Ameletopsidae,Ameletopsis,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Ameletopsis,Ephemeroptera,Ameletopsidae,Ameletopsis,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Aoteapsyche,Trichoptera,Hydropsychidae,Aoteapsyche,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Aoteapsyche,Trichoptera,Hydropsychidae,Aoteapsyche,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Aoteapsyche,Trichoptera,Hydropsychidae,Aoteapsyche,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Aphrophila,Diptera,Tipulidae,Aphrophila,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Archichauliodes,Megaloptera,Corydalidae,Archichauliodes,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Archichauliodes,Megaloptera,Corydalidae,Archichauliodes,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Archichauliodes,Megaloptera,Corydalidae,Archichauliodes,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Austrosimulium,Diptera,Simuliidae,Austrosimulium,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Austrosimulium,Diptera,Simuliidae,Austrosimulium,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Austrosimulium,Diptera,Simuliidae,Austrosimulium,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Ameletopsis,Chironomidae,Diptera,Chironomidae,,Ephemeroptera,Ameletopsidae,Ameletopsis,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Chironomidae,Diptera,Chironomidae,,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Aoteapsyche,Chironomidae,Diptera,Chironomidae,,Trichoptera,Hydropsychidae,Aoteapsyche,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Archichauliodes,Chironomidae,Diptera,Chironomidae,,Megaloptera,Corydalidae,Archichauliodes,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Costachorema,Chironomidae,Diptera,Chironomidae,,Trichoptera,Hydrobiosidae,Costachorema,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Chironomidae,Diptera,Chironomidae,,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Chironomidae,Diptera,Chironomidae,,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Hydrobiosis,Chironomidae,Diptera,Chironomidae,,Trichoptera,Hydrobiosidae,Hydrobiosis,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Psilochorema,Chironomidae,Diptera,Chironomidae,,Trichoptera,Hydrobiosidae,Psilochorema,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Chironomidae,Diptera,Chironomidae,,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Stenoperla,Chironomidae,Diptera,Chironomidae,,Plecoptera,Eustheniidae,Stenoperla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Tanypodinae,Chironomidae,Diptera,Chironomidae,,Diptera,Chironomidae,,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Coloburiscus,Ephemeroptera,Coloburiscidae,Coloburiscus,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Coloburiscus,Ephemeroptera,Coloburiscidae,Coloburiscus,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Coloburiscus,Ephemeroptera,Coloburiscidae,Coloburiscus,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Coloburiscus,Ephemeroptera,Coloburiscidae,Coloburiscus,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Costachorema,Trichoptera,Hydrobiosidae,Costachorema,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Costachorema,Trichoptera,Hydrobiosidae,Costachorema,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Costachorema,Trichoptera,Hydrobiosidae,Costachorema,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Cricotopus,Diptera,Chironomidae,,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Deleatidium,Cymbella,Cymbellales,Cymbellaceae,Cymbella,Ephemeroptera,Leptophlebiidae,Deleatidium,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Ameletopsis,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Ephemeroptera,Ameletopsidae,Ameletopsis,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Archichauliodes,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Megaloptera,Corydalidae,Archichauliodes,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Stenoperla,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Plecoptera,Eustheniidae,Stenoperla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Stenoperla,Diamesinae,Diptera,Chironomidae,,Plecoptera,Eustheniidae,Stenoperla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Eukiefferiella,Diptera,Chironomidae,,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Eukiefferiella,Diptera,Chironomidae,,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Eukiefferiella,Diptera,Chironomidae,,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Deleatidium,Eunotia,Eunotiales,Eunotiaceae,Eunotia,Ephemeroptera,Leptophlebiidae,Deleatidium,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Deleatidium,Fragilaria,Fragilariales,Fragilariaceae,Fragilaria,Ephemeroptera,Leptophlebiidae,Deleatidium,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Deleatidium,Gomphonema,Cymbellales,Gomphonemataceae,Gomphonema,Ephemeroptera,Leptophlebiidae,Deleatidium,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Helicopsyche,Trichoptera,Helicopyshidae,Helicopsyche,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Helicopsyche,Trichoptera,Helicopyshidae,Helicopsyche,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Archichauliodes,Homalaena,Coleoptera,Hydraenidae,Homalaena,Megaloptera,Corydalidae,Archichauliodes,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Homalaena,Coleoptera,Hydraenidae,Homalaena,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Homalaena,Coleoptera,Hydraenidae,Homalaena,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Hydora,Coleoptera,Elmidae,Hydora,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Hydora,Coleoptera,Elmidae,Hydora,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Hydora,Coleoptera,Elmidae,Hydora,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Hydrobiosella,Trichoptera,Philopotamidae,Hydrobiosella,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Hydrobiosella,Trichoptera,Philopotamidae,Hydrobiosella,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Stenoperla,Hydrobiosella,Trichoptera,Philopotamidae,Hydrobiosella,Plecoptera,Eustheniidae,Stenoperla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Hydrobiosis,Trichoptera,Hydrobiosidae,Hydrobiosis,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Hydrobiosis,Trichoptera,Hydrobiosidae,Hydrobiosis,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Hydrobiosis,Trichoptera,Hydrobiosidae,Hydrobiosis,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Hydrobiosis,Trichoptera,Hydrobiosidae,Hydrobiosis,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Hydrochorema,Trichoptera,Hydrobiosidae,Hydrobiosis,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Hydrochorema,Trichoptera,Hydrobiosidae,Hydrobiosis,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Limonia,Diptera,Tipulidae,,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Limonia,Diptera,Tipulidae,,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Maoridiamesa,Diptera,Chironomidae,,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Naonella,Diptera,Chironomidae,,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Deleatidium,Navicula,Naviculales,Naviculaceae,Navicula,Ephemeroptera,Leptophlebiidae,Deleatidium,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Nematode,Nematoda,,,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
