consumer,resource,res.order,res.family,res.genus,con.order,con.family,con.genus,linkevidence,source.id
Galaxias brevipinnis,Beraeoptera,Trichoptera,Conoesucidae,Beraeoptera,Osmeriformes,Galaxidae,Galaxias,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Anguilla australis,Chironomidae,Diptera,Chironomidae,,Anguilliformes,Anguillidae,Anguilla,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Gobiomorphus huttoni,Chironomidae,Diptera,Chironomidae,,Perciformes,Eleotridae,Gobiomorphus,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Gobiomorphus huttoni,Coloburiscus,Ephemeroptera,Coloburiscidae,Coloburiscus,Perciformes,Eleotridae,Gobiomorphus,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Anguilla australis,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Anguilliformes,Anguillidae,Anguilla,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Anguilla dieffenbachii,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Anguilliformes,Anguillidae,Anguilla,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Cheimarrichthys fosteri,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Perciformes,Cheimarrichthyidae,Cheimarrichthys,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Gobiomorphus breviceps,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Perciformes,Eleotridae,Gobiomorphus,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Gobiomorphus huttoni,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Perciformes,Eleotridae,Gobiomorphus,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Gobiomorphus huttoni,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Perciformes,Eleotridae,Gobiomorphus,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Anguilla dieffenbachii,Ichthybotus,Ephemeroptera,Ephemeridae,Ichthybotus,Anguilliformes,Anguillidae,Anguilla,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Anguilla dieffenbachii,Muscidae,Diptera,Muscidae,,Anguilliformes,Anguillidae,Anguilla,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Gobiomorphus breviceps,Nesameletus,Ephemeroptera,Nesameletidae,Nesameletus,Perciformes,Eleotridae,Gobiomorphus,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Anguilla australis,Oligochaetae,Oligochaetae,,,Anguilliformes,Anguillidae,Anguilla,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Anguilla dieffenbachii,Oligochaetae,Oligochaetae,,,Anguilliformes,Anguillidae,Anguilla,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Anguilla dieffenbachii,Olinga,Trichoptera,Conoesucidae,Olinga,Anguilliformes,Anguillidae,Anguilla,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Gobiomorphus huttoni,Oxyethira,Trichoptera,Hydroptilidae,Oxyethira,Perciformes,Eleotridae,Gobiomorphus,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Anguilla dieffenbachii,Pycnocentrodes,Trichoptera,Conoesucidae,Pycnocentrodes,Anguilliformes,Anguillidae,Anguilla,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Anguilla australis,Terrestrial.invertebrates,Terrestrial.invertebrates,,,Anguilliformes,Anguillidae,Anguilla,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Anguilla dieffenbachii,Terrestrial.invertebrates,Terrestrial.invertebrates,,,Anguilliformes,Anguillidae,Anguilla,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Galaxias brevipinnis,Zelandoperla,Plecoptera,Gripopterygidae,Zelandoperla,Osmeriformes,Galaxidae,Galaxias,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Aphrophila neozelandica,Detritus,Detritus,,,Diptera,Tipulidae,Aphrophila,,"Winterbourn M.J. (1996) Life history, production and food of Aphrophila neozelandica (Diptera: TipuIidae) in a New Zealand stream. Aquatic Insects 18, 45–53."
Aphrophila neozelandica,Diatom,,,,Diptera,Tipulidae,Aphrophila,,"Winterbourn M.J. (1996) Life history, production and food of Aphrophila neozelandica (Diptera: TipuIidae) in a New Zealand stream. Aquatic Insects 18, 45–53."
Aphrophila neozelandica,Filamentous Algae,,,,Diptera,Tipulidae,Aphrophila,,"Winterbourn M.J. (1996) Life history, production and food of Aphrophila neozelandica (Diptera: TipuIidae) in a New Zealand stream. Aquatic Insects 18, 45–53."
Austroperla cyrene,Diatom,,,,Plecoptera,Austroperlidae,Austroperla,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Deleatidium,Diatom,,,,Ephemeroptera,Leptophlebiidae,Deleatidium,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Nesameletus ornatus,Diatom,,,,Ephemeroptera,Nesameletidae,Nesameletus,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Olinga feredayi,Diatom,,,,Trichoptera,Conoesucidae,Olinga,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Spaniocerca zelandica,Diatom,,,,Plecoptera,Notonemouridae,Spaniocerca,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Zelandoperla agnetis,Diatom,,,,Plecoptera,Gripopterygidae,Zelandoperla,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Austroperla cyrene,Filamentous Algae,,,,Plecoptera,Austroperlidae,Austroperla,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Coloburiscus humeralis,Filamentous Algae,,,,Ephemeroptera,Coloburiscidae,Coloburiscus,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Nesameletus ornatus,Filamentous Algae,,,,Ephemeroptera,Nesameletidae,Nesameletus,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Olinga feredayi,Filamentous Algae,,,,Trichoptera,Conoesucidae,Olinga,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Spaniocercoides cowleyi,Filamentous Algae,,,,Plecoptera,Notonemouridae,Spaniocerca,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Zelandobius confusus,Filamentous Algae,,,,Plecoptera,Gripopterygidae,Zelandobius,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Zelandoperla agnetis,Filamentous Algae,,,,Plecoptera,Gripopterygidae,Zelandoperla,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Aoteapsyche raruraru,FPOM,,,,Trichoptera,Hydropsychidae,Aoteapsyche,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Austroclima sepia,FPOM,,,,Ephemeroptera,Leptophlebiidae,Austroclima,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Austroperla cyrene,FPOM,,,,Plecoptera,Austroperlidae,Austroperla,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Coloburiscus humeralis,FPOM,,,,Ephemeroptera,Coloburiscidae,Coloburiscus,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Deleatidium,FPOM,,,,Ephemeroptera,Leptophlebiidae,Deleatidium,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Hydrobiosella stenocerca,FPOM,,,,Trichoptera,Philopotamidae,Hydrobiosella,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Nesameletus ornatus,FPOM,,,,Ephemeroptera,Nesameletidae,Nesameletus,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Olinga feredayi,FPOM,,,,Trichoptera,Conoesucidae,Olinga,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Pycnocentrella eruensis,FPOM,,,,Trichoptera,Conoesucidae,Pycnocentrella,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Pycnocentria sylvestris,FPOM,,,,Trichoptera,Conoesucidae,Pycnocentria,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Spaniocerca zelandica,FPOM,,,,Plecoptera,Notonemouridae,Spaniocerca,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Spaniocercoides cowleyi,FPOM,,,,Plecoptera,Notonemouridae,Spaniocerca,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Zelandobius confusus,FPOM,,,,Plecoptera,Gripopterygidae,Zelandobius,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Zelandoperla agnetis,FPOM,,,,Plecoptera,Gripopterygidae,Zelandoperla,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
Zelandoperla fenestrata,FPOM,,,,Plecoptera,Gripopterygidae,Zelandoperla,,"Winterbourn M.J., Cowie B. & Rounick R.S. (1984) Food resources and ingestion patterns of insects along a west coast, south island, river system. New Zealand Journal of Marine and Freshwater Research 18, 379–388."
