network,S,L,C,rho,maxtl,diam,entropy,T,B,I,GenSD,VulSD,MxSim,Cannib,Omniv,S1,S2,S3,S4,S5,D1,D2,D3,D4,D5,D6,D7,D8
N_all,46,131,0.06190926275992439,0.5006219008536896,2.0,1,0.9114758717264065,0.32608695652173914,0.6739130434782609,0.0,1.702588623470335,1.031002312623789,0.6418799859000426,0.0,0.0,0.0,0.0,0.0,0.32642487046632124,0.6735751295336787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_all,18,85,0.2623456790123457,0.7774703172102967,3.4285714285714284,3,0.8740264062864787,0.0,0.16666666666666666,0.8333333333333334,0.7435946710443921,0.7645834344339858,0.6527443235776569,0.05555555555555555,0.7777777777777778,0.18284424379232506,0.29571106094808125,0.0,0.2618510158013544,0.20316027088036118,0.020316027088036117,0.011286681715575621,0.01805869074492099,0.004514672686230248,0.002257336343115124,0.0,0.0,0.0
N_all,25,44,0.0704,0.5634507384751393,6.0,5,0.9488681970551726,0.24,0.2,0.56,0.8408323060766331,0.9879394966473467,0.5344761904761904,0.0,0.44,0.43506493506493504,0.08441558441558442,0.025974025974025976,0.2597402597402597,0.19480519480519481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_all,43,273,0.1476473769605192,0.7137909329198556,4.555555555555555,7,0.8944641087747216,0.11627906976744186,0.2558139534883721,0.627906976744186,1.1352340051152718,0.7545139760746438,0.5521114134383628,0.27906976744186046,0.5813953488372093,0.18272937548188126,0.18157286044718582,0.0,0.18465690053970701,0.37239784117193525,0.02313030069390902,0.01117964533538936,0.02428681572860447,0.015034695451040863,0.0015420200462606013,0.00038550501156515033,0.0030840400925212026,0.0
N_all,29,203,0.2413793103448276,0.7911594150324492,3.833333333333333,4,0.8552680224502015,0.0,0.06896551724137931,0.9310344827586207,0.8789736925452257,0.727430078392719,0.7064957464631854,0.2413793103448276,0.7241379310344828,0.16107784431137726,0.26646706586826346,0.0,0.2341317365269461,0.2778443113772455,0.02874251497005988,0.011377245508982036,0.01437125748502994,0.004790419161676647,0.0,0.0005988023952095808,0.0005988023952095808,0.0
N_all,25,50,0.08,0.5240911772440178,4.0,3,0.9397438202316969,0.2,0.2,0.6000000000000001,0.8539125638299665,1.0606601717798212,0.7904718614718615,0.0,0.08,0.35294117647058826,0.03431372549019608,0.0,0.35294117647058826,0.25980392156862747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_all,21,41,0.09297052154195011,0.5072772608769529,4.0,3,0.9498662475898852,0.23809523809523808,0.19047619047619047,0.5714285714285714,0.7148047744358013,0.8793689262800007,0.5052154195011338,0.0,0.3333333333333333,0.40875912408759124,0.051094890510948905,0.0,0.30656934306569344,0.23357664233576642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_all,16,61,0.23828125,0.8230148070938417,3.3636363636363638,2,0.8192141835656613,0.125,0.3125,0.5625,1.0971284173384197,0.718125103230374,0.8948074494949495,0.0,0.5,0.07547169811320754,0.43018867924528303,0.0,0.10566037735849057,0.3886792452830189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_all,48,221,0.0959201388888889,0.581215155517987,4.5,4,0.9081445769111451,0.1875,0.125,0.6875,0.7453335554411221,0.9491005448912535,0.48133003546301495,0.0625,0.6666666666666666,0.32301845819761127,0.13300760043431054,0.0,0.31596091205211724,0.2280130293159609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_all,14,23,0.11734693877551021,0.636663905108382,4.4,3,0.9326699618358462,0.14285714285714285,0.21428571428571427,0.6428571428571429,1.2081589723087849,0.5653460105781266,0.3727891156462585,0.0,0.14285714285714285,0.4,0.16666666666666666,0.0,0.05,0.38333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_all,9,15,0.18518518518518517,0.6814434324028456,3.6666666666666665,2,0.933383670300663,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.9486832980505138,0.5196152422706631,0.6962962962962963,0.0,0.4444444444444444,0.47368421052631576,0.07894736842105263,0.0,0.13157894736842105,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
